,label,judul_clean,narasi_clean
4015,1,rsud waluyo jati ditutup petuga diisolasi akibat covid,berbagi informasi lur rs waluyo jati kabarnya tutup pasien positif korona petuga rs isolasi
4016,1,kumpulan mobil pool grab ciner sopir sanggup bayar kredit covid,suasana pool ciner pool grab orang enggak sangup bayar kreditnya dipulangkan sopirnya stre pulang kampung enggak makan enggak bayar kontrakan
4017,1,tulisan tofront pembela islam foto paket bantuan covid tiongkok,tofront pembela islam
4018,0,perubahan statu positif corona pegawai telkom meningg rs cianjur,pemeriksaan positif enggak periksa langsung positif pdp pasien pengawasan memeriksa kali ketahuan positif covid
4019,1,judul artikel indonesia china memana diamdiam malaysia geser patok perbatasan indonesia kilomet,indonesia china memana diamdiam malaysia geser patok perbatasan indonesia kilomet
4020,1,jerman negara eropa menghargai adzan,maa syaa allahdi jerman negara eropa menghargai adzan indonesia adzan membunyikan musik tv volum kera pasar mall rumah menyedihkan
4021,1,wow ta herm nyai wuri maruf amin pelantikan harganya mencapai rp juta,diamati ta hitam tergenggam tangan kirinya merek ta mewah kenamaan pranci herm ta dipakai wuri ta herm model kelli mini black allig
4022,1,anak sd lumajang lolo percobaan penculikan,baru brngkat sekolah anak brngkat jalan kaki dari rumah sekolahtiba dihadang orang laki dewasa didekat sawah batalion situank langsung blekap mulutnya diseret mnyeberang jlan mnuju kemobil sih pelakuank brusah ngbrontak brteriak tapi malah dipkul ditampar pelakuhampir saja anak saya dimasukkan mobil akan diculik tapi anak saya berhasil larikabur sembunyi pelaku trsebutank menjadi korban pnculikanank pulang dengan syock mnangi sambil mncritakan yang tlah dialami kepada sayadan mndatangi tmpat dimana anak culik tapi pelaku tidak ada
4023,1,polda jabar tepi kabar tewasnya polisi terbakar kawal demo cianjur,anggota perawatan berita md meningg dunia hoak
4024,1,kegiatan sujud syukur kemenangan prabowo sandi diselenggarakan apa batal apel siaga tni polri mona,apa batalkan acara sujud syukur kemenangan istiql mona bagaimana enggak batal memang situ kerupuk video apel siaga tni polri mona nkri harga mati
4025,1,keraton jogja tolak kedatangan jokowi mega aura negatif,judul postingan video jokowi megawati ditolak kraton jogjakarta bawa aura negatif
4026,1,salam maher zain,saudara saudara muslim belahan dunia arab memantau pilpr berharap menghasilkan pemimpin yang membawa bangkitnya dunia islam
4027,1,video goyang bebek angsa,keren goyang bebek angsa
4028,1,judul berita yakut rencana banser uji nyali papua batalkan tersisa orang tangkapan layar hasil suntingan,kalo jaga gereja saja sanggup uji nyali papua jiper sisa orang saja
4029,0,transjakarta bantah pn dki jakarta mesti bayar,perubahan grati kepala huma pt transportasi jakarta wibowo kami
4030,1,pedagang aset,dijual dimiliki konsesi selesai negara
4031,0,kemenhub klarifikasi kabar pegawai ditahan kebakaran gedung kemenhub,prosedur terkait kepolisian kawan keterangan
4032,0,mantan ketua dpd gerindra kaltim bantah materi kampany burungnya,kampanyekampany bahasabahasa kecebong
4033,1,perkataan putri raja arab menampar kera rizieq shihab ulama radik,islam berbicara berhijab berhijab islam berbicara karakt pembentukan hati islam agama kaku agama yang beradaptasi lingkungan islam gari kera beradaptasi lingkungan manamana beradaptasi dengan lingkungan mereka memaksakan lingkungan beradaptasi dengan merekaumat muslim kehadiran muslim dunia sejuk takut lingkunganitulah islam sesungguhnya
4034,1,panglima tni menghapu samapta ukp,pesan panglima tni prajurit tni ada tmt samapta ukp tiadakan prajurit gugur pangkat berdina pelanggaran pangkat prajurit salam hormat bangga jakarta januari panglima tni capt ttd hadi tjahjanto marsek tni
4035,1,metro tv mengeluarkan berita hacker masuk facebook bbm wa,pengumuman metro tv mengeluarkan berita hacker masuk facebook bbm wa menempatkan video seksporno permintaan dana dengan alasan memakai nama teman teman mengetahuinya orang olah yang mempublikasikannya menerima video permintaan dana barangkali nama sudah beberapa dalam beberapa group wa waspadalah pada akun terimakasih
4036,1,salib bersinar langit mona aksi,penampakan tanda salib langit jakarta mona aksi demonstrasi damai yesu sang raja damai hadir percayalah indonesia lawat tuhan yesu percaya amin
4037,0,kao kaki jokowi,lagilagi terbukti shalat padang pencitraan shaf sengaja dimundurkan wartawan mudah memotret adegan shalatnya
4038,1,bintang logo logo hut kemerdekaan republik indonesia,yuk viralkan selua luasnya lambang kemerdekaan indonesia ya mewakili persaan ummat islam penduduk mayorita harapan syuhada pejuang kemerdekaan nkri yang sebahagian besarnya tokoh ulamakiyai guru mengaji kaum santri
4039,1,petinggi pk merapat jokowi bosan hti khilafah,mantap petinggi pk merapat jokowi sudah bosan lihat kadrun hti khilafah yang tidak membawa kebaikan untuk kemajuan bangsa merapat jokowi untuk membangun indonesia maju mendukung hti khilafah yang tidak membodohi umat kerjanya shg yang sakit gila mabok agama sudah hti terlarang ngotot membelanya goblok namanya faham syukur pk sadar bertoubat amin
4040,1,ulama umat muslim dimusuhi guru agama cium tangan,ulama umat muslim musuhi guru agama cium tangan orang agama sihyang jadikan panutan
4041,1,bikin laboratorium jualan ubin sih,bikin laboratorium jualan ubin sih
4042,1,produksi gula merah palsu banyuma,teru barusan kiriman berita grup whatsapp mama pembuatan gula merah palsu banyuma gulanya dicampur pakai bahan kimia kecap mani beka
4043,1,video sekor burung gergasi berbentuk manusia muncul puncak bangunan vatikan roma,sekor burung gergasi berbentuk manusia muncul puncak bangunan vatikan roma berdiri salib menghilangkan kejadian tersebut pertanda hoak
4044,1,who merokok salah solusi pencegahan covid,indonesia rokok hisap pajak negara perokok disukai covid dibalik kontroversi rokok kebiasaan merokok salah solusi who antisipasi covid
4045,1,juta orang cina memeluk agama islam selelah terbukti epidemi corona tidak menyerang umat islam,juta orang masyarakat cina memeluk agama islam selelah terbukti epidemi corona tidak menyerang umat islam allah menunjukan kebesaran nya
4046,1,foto toko dage cina menjual dage manusia,foto foto toko dage cina menjual dage manusia
4047,1,coronaviru memiliki paten,the coronaviru patent is own by the pirbright institut paten coronaviru dimiliki pirbright institut
4048,1,viral mendunia bocah afrika dihukum dipaksa bernyanyi lagu kebangsaan china,viral menduniamau anak cucu kayak begini bocah afrika dihukum dipaksa bernyanyi lagu kebangsaan china negerinegeri afrika yang terjebak utang proyek infrastruktur china resmi dijajah china
4049,1,lensa kontak meleleh barbequ,lensa kontak terbuat plastik membakar makanan suhu overh melelehkan lensa kontaknya tolong temanteman barbequ sumber api tolong memakai lensa kontak
4050,1,benaran ikan duyung,benaran ikan duyung kalo benaran kok enggak sesuai dengan gambaran yang cantik lokasi enggak tau tadi dishar wag dengar bahasanya sih seperti vietnam
4051,1,dki jakarta berhasil swasembada eceng gondok,ditangan dingin dki jakarta berhasil swasembada eceng gondok kualita super bukti kehebatan ani nikmat yang engkau dustakan warga jakarta
4052,1,lowongan kerja memandikan jenazah rsud gambiran pasar rebo,info lowongan kerja memandi jenazah perawatan jenazah rsud gambiran
4053,1,kapolr solok kota polri porsi terdepan terata menjaga keamanan nasion,pdip reformasi tni jokowi porsi polri terdepan terata menjaga keamanan nasion negara
4054,1,cilengsi,main
4055,1,unit mobil kpu datangi ruko digit print condet diduga berusaha merubah kerta dokumen,tertangkap basah dinihari unit mobil logistik kpu ruko digit print condet supir aparat mengaw langsung kabur barang bukti diamankan diduga berusaha merubah kertasdokumen
4056,1,jokowi temui rizieq mekkah,info sumber mekkah info sumber mekkah tims paslon jokowi maruf menghubungi tim imam fpi habib rizieq shihab kota suci makkah almukarromah saudi arabia
4057,1,bentrokan pendukung kubu kampu ukdw tewaskan mahasiswa,informasi dari group sebelah
4058,1,reken milik presiden joko widodo istrinya bank negeri,faizal assegaf memiliki bukti reken milik presiden joko widodo istrinya bank negeri
4059,0,isu penculikan disertai pemerkosaan remaja balikpapan terbukti,kapolr balikpapan akbp wiwin firta hasil visum et repertum negatif bersangkutan mekar korban penculikan kekerasan seksual beredar media sosial
4060,1,ktpel terbitan diaktivasikan,yang ektp terbitan tahun aktifasi kecamatan mengisi blanko apapun ktp kakak sidik jari selesai
4061,1,tuduhan dorc ratna sarumpaet,dorc gamalama mengumbar aib ya dosa nilai ratna sarumpaet minu akhlaq lupa diapun manusia sempurna diapun pelaku tran gender operasi kelamin thailand atiqah hasiholan anak angkatnya
4062,0,kpk pinjam uang rp miliar probosutedjo,lihat amar putusan uang negara uang rp miliar kpk wakil ketua komisi pemberantasan korupsi kpk laod muhammad syarif
4063,0,heboh ga murah aljazair kementerian esdm klarifikasi,heboh ga murah aljazair kementerian esdm klarifikasi
4064,1,isu warga kesurupan pasca batu bersusun dihancurkan hoax,siang hancurkan malamnya muncul postingan menyebut warga kesurupan langsung tolong aparat desa pengecekan hoax
4065,0,warga ngamuk ancam hancurkan balaikota ani hentikan kebijakan ditanah abang,warga ngamuk ancam hancurkan balaikota ani hentikan kebijakan ditanah abang indonesia pejabat daerah gubernur dki jakarta ibukota republik indonesia gablak goblokin vulgar dunia maya sosm kejam ya jakarta kalah kejamnya dumay dunia nyata membantai pendukung enggak sesuai kemauannya pendukung ani sumpah serapah doadoa burukpilih seiman surga pilih ani ahli neraka alam bicara menjawabnya ani bersombong ria hebat world news maker
4066,1,menyebabkan sunami bencana langit,kerabat mohon perhatian yang malaysiasingapuraindonesia ikan yang didalam laut tergesagesa lompat tepi laut daratan menyebabkan sunami bencana langit mohon kerabat sebarkan berita persiapan hindari aktifita pantai berita disebarkan master of the law buddhism yuanchen pagi wallahu allam besawab
4067,1,break news nama ani masuk daftar tamu alexi,break news nama ani masuk daftar tamu alexi tunggu fotofoto rekamannya cctv wkwkwkwkwk salam gubernur gaben wwwpiyunganonlineco
4068,0,saracen ditutup indonesia rencana menurunkan gener berita palsu,saracen mau have been shut down but indonesia still need plan tapi take down other fake news gener
4069,1,tol sala ambrol,tol sala ambrol
4070,1,sekolah pengkaderan misionari disponsori aqua,sekolah pengkaderan misionari yang disponsori aqua lokasi jalan raya cipayung cisarua puncak bogor jawa barat dananya penjualan aqua hayoooo sekarang berhenti minum aqua
4071,0,kiddl mesin pencarian googl anakanak mendukung lgbt,kiddl mesin pencarian googl anakanak mendukung lgbt
4072,0,polisi tangkap perekayasa chat hoax kapolri kapolda jabar,polisi tangkap perekayasa chat hoax kapolri kapolda jabar
4073,1,kah maimoen zubair doakan ahok,doa syakhina kah maimoen zubair ahok sih penista alquran ahok laknat
4074,1,foto habib rizieq ustadz solm tommi winata,fpi klan tommi winata reklamasi teluk benoa percaya demo demo berkedok agama murni agama dibodohi elit politik pleas wake up indonesia
4075,1,makanan kalengan thailand mengandung viru aid,tolong beritahu anak suami isteri teman perhatian makan makanan kaleng buahan khusunya produksi thailand negara orang pengidap aid kerja pabrik kalengan memasukkan darah kalengan depk thailand kalengan sita ttpi yang sudah terlanjur diekspor contoh leci rambutan lengkeng mangga pude dll terima cepat kirim saudar teman konsumsi kalengan apapun keselamatan info dari dube kbri rita toisuta arifson kementerian kesehatan ri
4076,1,pemberitaan gerakan buruh jakarta dukung ahokdjarot portal bloombergindonesiami,portal dare diberitakan gerakan buruh jakarta gbj mendeklarasikan mendukung pasangan cagubcawagub basuki tjahaja purnama djarot saiful hidayat
4077,1,marinir as mendukung papua lepa nkri,foto marinir as mendukung papua lepa nkri sayangnya warga berlagak sok singa enggak sadar sih singa mudah dikalahkan kancil strategi jitu
4078,0,radio elshinta prank dage kurban isi sampah,aribowo sasmito cofound ketua komit pemeriksa fakta mafindo
4079,1,zodiak nasa ophiuchu novemb desemb,zodiak nasa
4080,1,pasien covid klaster hajatan boyolali dijemput petuga biaya dibebankan pemilik hajatan,penjemputan warga ampel boyolali orang posif corona rumah sakit muwardi solo boyolali tertampung klaster orang habi hajatan biaya bebankan yyang hajat
4081,1,who pria berpeni rentan tertular covid,who pria berpeni rentan tertular covid bbcnewsu
4082,1,orma fpi sweep rumah makan ciami,fpi ciami
4083,1,daftar zona merah daerah terjangkit viru corona tni,marka tentara nasion indonesia pusat kesehatan daftar daerah zona merah covid
4084,1,kejadian hotel gutian street wuhan,kejadian hotel gutian street wuhan china berlantai meledak hotel tempat isolasi warga chino viru corona korban belum tentukan pemerintah china belum korban terbakar terpanggang terasapi
4085,1,struk tol klaim asuransi fasilita derek grati,impan struk tol info yang yang belum yang sepelekan sekarang kalo masuk jalan tol sepelekan struk karci tol dibuang karena kalo jalan tol kalo pegang struk tol berhak asuransi ongko biaya derek dengan grati
4086,1,wapr kaget aliran uang jiwasraya masuk dana kampany jokowimaruf,kekagetan tuan marup bentuk pengakuan aliran dana jiwasraya pemenangan jokkw
4087,1,video kontraktor ahok sabotas galian drainas,kontraktor drainas dki sengaja memasukkan galian saluran drainas ut banjir jakarta tujuannya sabotas ut menjatuhkan gubernur dki jakarta viralkan publik kontraktornya ahok penghianat bangsa ahlak nya orang kafir bejaat
4088,1,must watch video the real situat concern andr gome injuri,must watch video the real situat concern andr gome injuri
4089,1,kpk bantah berita palsu diduga sudutkan novel baswedan,beredar gambar foto pandang bentuk serangan penyebaran informasi membentuk wacana negatif kpk pegawai kpk novel baswedan
4090,1,harga bera puan salahkan rakyat karena rutin makan,harga bera puan salahkan rakyat
4091,1,penonton liga jerman konfigurasi menghormati rasulullah,masya allah ratusan ribu penonton sepak bola liga jerman konfigurasi untuk menghormati rasulullah saw jerman adalah salah negara eropa yang terpesat perkembangan islamnya karena dimotori ustaz pierr vogel yang muallaf
4092,1,lolongan histeri siksa kubur alexand,lolongan histeri siksa kubur alexand mendulang hikmah
4093,1,brimob menyamar prajurit tni al,saudara jakarta harap perhatikan tni brimob meminjam pakaian tni sepatu kao kakinya ganti pelecehan tni tni yang berlaku kasar rakyat lah tni
4094,1,bangunkan saudaramu,mahasiswa trisakti jayabaya jalan tadi malamtdk diliput tv alhamdulillah adinda sudah bangun tidur cantik bangunkan saudaramu
4095,1,petuga kpp bandung meningg diracun,ditemukan zat kimia chnop tubuh korban kpp efek racunvx nama iupac oethyl diisopropylmino ethyl methyphosphonothio senyawa golongan organofosfat beracun
4096,0,tim kampany jokowimaruf laporkan akun facebook polisi,masak orang presiden
4097,1,video post tabligh akbar doa bangsa septemb,allahuakbar lautan manusia tabligh akbar dimona doa bangsa septemb
